"naam"	"naam_clean"
"Bacillus koreensis"	"Bacillus koreensis"
"Bacillus krulwichiae"	"Bacillus krulwichiae"
"Bacillus lentus"	"Bacillus lentus"
"Bacillus licheniformis"	"Bacillus licheniformis"
"Bacillus litoralis"	"Bacillus litoralis"
"Bacillus luciferensis"	"Bacillus luciferensis"
"Bacillus mannanilyticus"	"Bacillus mannanilyticus"
"Bacillus marisflavi"	"Bacillus marisflavi"
"Bacillus megaterium"	"Bacillus megaterium"
"Bacillus mojavensis"	"Bacillus mojavensis"
"Bacillus muralis"	"Bacillus muralis"
"Bacillus mycoides"	"Bacillus mycoides"
"Bacillus nealsonii"	"Bacillus nealsonii"
"Bacillus niacini"	"Bacillus niacini"
"Bacillus novalis"	"Bacillus novalis"
"Bacillus oceanisediminis"	"Bacillus oceanisediminis"
"Bacillus odysseyi"	"Bacillus odysseyi"
"Bacillus okhensis"	"Bacillus okhensis"
"Bacillus okuhidensis"	"Bacillus okuhidensis"
"Bacillus oleronius"	"Bacillus oleronius"
"Bacillus oshimensis"	"Bacillus oshimensis"
"Bacillus patagoniensis"	"Bacillus patagoniensis"
"Bacillus pseudalcaliphilus"	"Bacillus pseudalcaliphilus"
"Bacillus pseudofirmus"	"Bacillus pseudofirmus"
"Bacillus pseudomycoides"	"Bacillus pseudomycoides"
"Bacillus psychrosaccharolyticus"	"Bacillus psychrosaccharolyticus"
"Bacillus pumilus"	"Bacillus pumilus"
"Bacillus ruris"	"Bacillus ruris"
"Bacillus safensis"	"Bacillus safensis"
"Bacillus salarius"	"Bacillus salarius"
"Bacillus seohaeanensis"	"Bacillus seohaeanensis"
"Bacillus shackletonii"	"Bacillus shackletonii"
"Bacillus simplex"	"Bacillus simplex"
"Bacillus siralis"	"Bacillus siralis"
"Bacillus smithii"	"Bacillus smithii"
"Bacillus soli"	"Bacillus soli"
"Bacillus sonorensis"	"Bacillus sonorensis"
"Bacillus sp"	"Bacillus sp"
"Bacillus sp."	"Bacillus sp."
"Bacillus sp[2]"	"Bacillus sp"
"Bacillus sp[4]"	"Bacillus sp"
"Bacillus sporothermodurans"	"Bacillus sporothermodurans"
"Bacillus subterraneus"	"Bacillus subterraneus"
"Bacillus subtilis"	"Bacillus subtilis"
"Bacillus thermoamylovorans"	"Bacillus thermoamylovorans"
"Bacillus thioparans"	"Bacillus thioparans"
"Bacillus thuringiensis"	"Bacillus thuringiensis"
"Bacillus vallismortis"	"Bacillus vallismortis"
"Bacillus vedderi"	"Bacillus vedderi"
"Bacillus vietnamensis"	"Bacillus vietnamensis"
"Bacillus vireti"	"Bacillus vireti"
"Bacillus wakoensis"	"Bacillus wakoensis"
"Bacillus weihenstephanensis"	"Bacillus weihenstephanensis"
"Bacillus zeae"	"Bacillus zeae"
"Bacteroides caccae"	"Bacteroides caccae"
"Bacteroides cellulosilyticus"	"Bacteroides cellulosilyticus"
"Bacteroides clarus"	"Bacteroides clarus"
"Bacteroides coagulans"	"Bacteroides coagulans"
"Bacteroides coprocola"	"Bacteroides coprocola"
"Bacteroides coprophilus"	"Bacteroides coprophilus"
"Bacteroides dorei"	"Bacteroides dorei"
"Bacteroides eggerthii"	"Bacteroides eggerthii"
"Bacteroides faecis"	"Bacteroides faecis"
"Bacteroides finegoldii"	"Bacteroides finegoldii"
"Bacteroides fluxus"	"Bacteroides fluxus"
"Bacteroides fragilis"	"Bacteroides fragilis"
"Bacteroides gallinarum"	"Bacteroides gallinarum"
"Bacteroides graminisolvens"	"Bacteroides graminisolvens"
"Bacteroides helcogenes"	"Bacteroides helcogenes"
"Bacteroides intestinalis"	"Bacteroides intestinalis"
"Bacteroides massiliensis"	"Bacteroides massiliensis"
"Bacteroides nordii"	"Bacteroides nordii"
"Bacteroides oleiciplenus"	"Bacteroides oleiciplenus"
"Bacteroides ovatus"	"Bacteroides ovatus"
"Bacteroides plebeius"	"Bacteroides plebeius"
"Bacteroides pyogenes"	"Bacteroides pyogenes"
"Bacteroides salyersiae"	"Bacteroides salyersiae"
"Bacteroides stercoris"	"Bacteroides stercoris"
"Bacteroides thetaiotaomicron"	"Bacteroides thetaiotaomicron"
"Bacteroides uniformis"	"Bacteroides uniformis"
"Bacteroides ureolyticus"	"Bacteroides ureolyticus"
"Bacteroides vulgatus"	"Bacteroides vulgatus"
"Bacteroides xylanolyticus"	"Bacteroides xylanolyticus"
"Balneatrix alpica"	"Balneatrix alpica"
"Bariatricus massiliensis"	"Bariatricus massiliensis"
"Bartonella japonica"	"Bartonella japonica"
"Basidiobolus ranarum"	"Basidiobolus ranarum"
"Basidiomycete (Agaricomycete)"	"Basidiomycete (Agaricomycete)"
"Basidiomycete (Bjerkandera;"	"Basidiomycete (Bjerkandera;"
"Basidiomycete (Hyphoderma"	"Basidiomycete (Hyphoderma"
"Basidiomycete (Mycorrhizal"	"Basidiomycete (Mycorrhizal"
"Basidiomycete (Oxyporus"	"Basidiomycete (Oxyporus"
"Basidiomycete (Peziza"	"Basidiomycete (Peziza"
"Basidiomycete (Polyporales;"	"Basidiomycete (Polyporales;"
"Basidiomycete (Trametes"	"Basidiomycete (Trametes"
"Basidiomycete (Tyromyces;"	"Basidiomycete (Tyromyces;"
"Beauveria bassiana"	"Beauveria bassiana"
"Beauveria bassina"	"Beauveria bassina"
"Bergeriella denitrificans"	"Bergeriella denitrificans"
"Bergeyella zoohelcum"	"Bergeyella zoohelcum"
"Bhargavaea ullalensis"	"Bhargavaea ullalensis"
"Bibersteinia trehalosi"	"Bibersteinia trehalosi"
"Bifidobacterium adolescentis"	"Bifidobacterium adolescentis"
"Bifidobacterium angulatum"	"Bifidobacterium angulatum"
"Bifidobacterium animalis"	"Bifidobacterium animalis"
"Bifidobacterium asteroides"	"Bifidobacterium asteroides"
"Bifidobacterium bifidum"	"Bifidobacterium bifidum"
"Bifidobacterium boum"	"Bifidobacterium boum"
"Bifidobacterium breve"	"Bifidobacterium breve"
"Bifidobacterium catenulatum"	"Bifidobacterium catenulatum"
"Bifidobacterium choerinum"	"Bifidobacterium choerinum"
"Bifidobacterium coryneforme"	"Bifidobacterium coryneforme"
"Bifidobacterium dentium"	"Bifidobacterium dentium"
"Bifidobacterium gallicum"	"Bifidobacterium gallicum"
"Bifidobacterium gallinarum"	"Bifidobacterium gallinarum"
"Bifidobacterium longum"	"Bifidobacterium longum"
"Bifidobacterium magnum"	"Bifidobacterium magnum"
"Bifidobacterium merycicum"	"Bifidobacterium merycicum"
"Bifidobacterium minimum"	"Bifidobacterium minimum"
"Bifidobacterium pseudocatenulatum"	"Bifidobacterium pseudocatenulatum"
"Bifidobacterium pseudolongum"	"Bifidobacterium pseudolongum"
"Bifidobacterium pullorum"	"Bifidobacterium pullorum"
"Bifidobacterium ruminantium"	"Bifidobacterium ruminantium"
"Bifidobacterium saeculare"	"Bifidobacterium saeculare"
"Bifidobacterium scardovii"	"Bifidobacterium scardovii"
"Bifidobacterium thermacidophilum"	"Bifidobacterium thermacidophilum"
"Bifidobacterium thermophilum"	"Bifidobacterium thermophilum"
"Bilophila sp"	"Bilophila sp"
"Bilophila wadsworthia"	"Bilophila wadsworthia"
"Bipolaris hawaiiensis"	"Bipolaris hawaiiensis"
"Bipolaris species"	"Bipolaris species"
"Bisgaardia hudsonensis"	"Bisgaardia hudsonensis"
"Blastococcus aggregatus"	"Blastococcus aggregatus"
"Blastomonas natatoria"	"Blastomonas natatoria"
"Blastomonas ursincola"	"Blastomonas ursincola"
"Blastomyces dermatitidis"	"Blastomyces dermatitidis"
"Blautia coccoides"	"Blautia coccoides"
"BM1075"	"BM1075"
"BM1091"	"BM1091"
"BM1102"	"BM1102"
"BM1107"	"BM1107"
"BM1133"	"BM1133"
"BM1135"	"BM1135"
"BM1137"	"BM1137"
"BM1152"	"BM1152"
"BM1155"	"BM1155"
"BM1387"	"BM1387"
"BM1394"	"BM1394"
"BM1406"	"BM1406"
"BM1408"	"BM1408"
"BM1414"	"BM1414"
"BM1417"	"BM1417"
"BM1421"	"BM1421"
"BM1423"	"BM1423"
"BM1430"	"BM1430"
"BM1432"	"BM1432"
"BM1444"	"BM1444"
"BM768"	"BM768"
"Bordetella avium"	"Bordetella avium"
"Bordetella bronchiseptica"	"Bordetella bronchiseptica"
"Bordetella flabilis"	"Bordetella flabilis"
"Bordetella flabilis_17-538651.1_UMCU"	"Bordetella flabilis"
"Bordetella hinzii"	"Bordetella hinzii"
"Bordetella holmesii"	"Bordetella holmesii"
"Bordetella parapertussis"	"Bordetella parapertussis"
"Bordetella pertussis"	"Bordetella pertussis"
"Bordetella petrii"	"Bordetella petrii"
"Bordetella sp"	"Bordetella sp"
"Bordetella trematum"	"Bordetella trematum"
"Borrelia burgdorferi"	"Borrelia burgdorferi"
"Borrelia garinii"	"Borrelia garinii"
"Borrelia spielmanii"	"Borrelia spielmanii"
"Botrytis cinerea"	"Botrytis cinerea"
"Brachybacterium conglomeratum"	"Brachybacterium conglomeratum"
"Brachybacterium faecium"	"Brachybacterium faecium"
"Brachybacterium muris"	"Brachybacterium muris"
"Brachybacterium nesterenkovii"	"Brachybacterium nesterenkovii"
"Brachybacterium paraconglomeratum"	"Brachybacterium paraconglomeratum"
"Brachybacterium spp."	"Brachybacterium sp"
"Brachyspira innocens"	"Brachyspira innocens"
"Brachyspira intermedia"	"Brachyspira intermedia"
"Brachyspira murdochii"	"Brachyspira murdochii"
"Brachyspira pilosicoli"	"Brachyspira pilosicoli"
"Brackiella oedipodis"	"Brackiella oedipodis"
"Bradyrhizobium betae"	"Bradyrhizobium betae"
"Bradyrhizobium denitrificans"	"Bradyrhizobium denitrificans"
"Bradyrhizobium spp."	"Bradyrhizobium sp"
"Brenneria alni"	"Brenneria alni"
"Brenneria nigrifluens"	"Brenneria nigrifluens"
"Brenneria rubrifaciens"	"Brenneria rubrifaciens"
"Brenneria salicis"	"Brenneria salicis"
"Brettanomyces anomalus"	"Brettanomyces anomalus"
"Brettanomyces bruxellensis"	"Brettanomyces bruxellensis"
"Brettanomyces custersianus"	"Brettanomyces custersianus"
"Brettanomyces naardenensis"	"Brettanomyces naardenensis"
"Brevibacillus agri"	"Brevibacillus agri"
"Brevibacillus borstelensis"	"Brevibacillus borstelensis"
"Brevibacillus brevis"	"Brevibacillus brevis"
"Brevibacillus centrosporus"	"Brevibacillus centrosporus"
"Brevibacillus choshinensis"	"Brevibacillus choshinensis"
"Brevibacillus formosus"	"Brevibacillus formosus"
"Brevibacillus invocatus"	"Brevibacillus invocatus"
"Brevibacillus laterosporus"	"Brevibacillus laterosporus"
"Brevibacillus massiliensis"	"Brevibacillus massiliensis"
"Brevibacillus parabrevis"	"Brevibacillus parabrevis"
"Brevibacillus reuszeri"	"Brevibacillus reuszeri"
"Brevibacterium aurantiacum"	"Brevibacterium aurantiacum"
"Brevibacterium avium"	"Brevibacterium avium"
"Brevibacterium casei"	"Brevibacterium casei"
"Brevibacterium celere"	"Brevibacterium celere"
"Brevibacterium iodinum"	"Brevibacterium iodinum"
"Brevibacterium linens"	"Brevibacterium linens"
"Brevibacterium luteolum"	"Brevibacterium luteolum"
"Brevibacterium marinum"	"Brevibacterium marinum"
"Brevibacterium otitidis"	"Brevibacterium otitidis"
"Brevibacterium paucivorans"	"Brevibacterium paucivorans"
"Brevibacterium picturae"	"Brevibacterium picturae"
"Brevibacterium pityocampae"	"Brevibacterium pityocampae"
"Brevibacterium ravenspurgense"	"Brevibacterium ravenspurgense"
"Brevibacterium sanguinis"	"Brevibacterium sanguinis"
"Brevibacterium sediminis"	"Brevibacterium sediminis"
"Brevibacterium senegalense"	"Brevibacterium senegalense"
"Brevibacterium sp"	"Brevibacterium sp"
"Brevundimonas abyssalis"	"Brevundimonas abyssalis"
"Brevundimonas albigilva"	"Brevundimonas albigilva"
"Brevundimonas aurantiaca"	"Brevundimonas aurantiaca"
"Brevundimonas diminuta"	"Brevundimonas diminuta"
"Brevundimonas intermedia"	"Brevundimonas intermedia"
"Brevundimonas nasdae"	"Brevundimonas nasdae"
"Brevundimonas sp"	"Brevundimonas sp"
"Brevundimonas sp."	"Brevundimonas sp."
"Brevundimonas sp[4]"	"Brevundimonas sp"
"Brevundimonas spp_Nov_MS_Type"	"Brevundimonas sp"
"Brevundimonas subvibrioides"	"Brevundimonas subvibrioides"
"Brevundimonas terrae"	"Brevundimonas terrae"
"Brevundimonas vesicularis"	"Brevundimonas vesicularis"
"Brochothrix campestris"	"Brochothrix campestris"
"Brochothrix thermosphacta"	"Brochothrix thermosphacta"
"Brucella melitensis"	"Brucella melitensis"
"Budvicia aquatica"	"Budvicia aquatica"
"Bulleidia extructa"	"Bulleidia extructa"
"Burkholderia ambifaria"	"Burkholderia ambifaria"
"Burkholderia anthina"	"Burkholderia anthina"
"Burkholderia cenocepacia"	"Burkholderia cenocepacia"
"Burkholderia cepacia"	"Burkholderia cepacia"
"Burkholderia cepacia_Group"	"Burkholderia cepacia cx"
"Burkholderia diffusa"	"Burkholderia diffusa"
"Burkholderia dolosa"	"Burkholderia dolosa"
"Burkholderia genomovar"	"Burkholderia genomovar"
"Burkholderia gladioli"	"Burkholderia gladioli"
"Burkholderia glumae"	"Burkholderia glumae"
"Burkholderia lata"	"Burkholderia lata"
"Burkholderia latens"	"Burkholderia latens"
"Burkholderia mallei"	"Burkholderia mallei"
"Burkholderia metallica"	"Burkholderia metallica"
"Burkholderia multivorans"	"Burkholderia multivorans"
"Burkholderia pickettii"	"Burkholderia pickettii"
"Burkholderia plantarii"	"Burkholderia plantarii"
"Burkholderia pseudomallei"	"Burkholderia pseudomallei"
"Burkholderia pyrrocinia"	"Burkholderia pyrrocinia"
"Burkholderia seminalis"	"Burkholderia seminalis"
"Burkholderia stabilis"	"Burkholderia stabilis"
"Burkholderia thailandensis"	"Burkholderia thailandensis"
"Burkholderia vietnamiensis"	"Burkholderia vietnamiensis"
"Buttiauxella agrestis"	"Buttiauxella agrestis"
"Buttiauxella brennerae"	"Buttiauxella brennerae"
"Buttiauxella ferragutiae"	"Buttiauxella ferragutiae"
"Buttiauxella gaviniae"	"Buttiauxella gaviniae"
"Buttiauxella izardii"	"Buttiauxella izardii"
"Buttiauxella noackiae"	"Buttiauxella noackiae"
"Buttiauxella warmboldiae"	"Buttiauxella warmboldiae"
"Butyricimonas virosa"	"Butyricimonas virosa"
"Byssochlamys fulva"	"Byssochlamys fulva"
"Byssochlamys lagunculariae"	"Byssochlamys lagunculariae"
"Byssochlamys nivea"	"Byssochlamys nivea"
"Byssochlamys spectabilis"	"Byssochlamys spectabilis"
"C_gattii_AFLP2 C_neoformans_AFLP1"	"C_gattii_AFLP2 C_neoformans_AFLP1"
"C_gattii_AFLP4 C_neoformans_AFLP1"	"C_gattii_AFLP4 C_neoformans_AFLP1"
"C_gattii_AFLP4 C_neoformans_AFLP2"	"C_gattii_AFLP4 C_neoformans_AFLP2"
"C559"	"C559"
"Caballeronia arvi"	"Caballeronia arvi"
"Caballeronia calidae"	"Caballeronia calidae"
"Caballeronia catudaia"	"Caballeronia catudaia"
"Caballeronia concitans"	"Caballeronia concitans"
"Caballeronia fortuita"	"Caballeronia fortuita"
"Caballeronia glathei"	"Caballeronia glathei"
"Caballeronia hypogeia"	"Caballeronia hypogeia"
"Caballeronia pedi"	"Caballeronia pedi"
"Caballeronia peredens"	"Caballeronia peredens"
"Caballeronia ptereochthonis"	"Caballeronia ptereochthonis"
"Caballeronia temeraria"	"Caballeronia temeraria"
"Caballeronia turbans"	"Caballeronia turbans"
"Campylobacter avium"	"Campylobacter avium"
"Campylobacter canadensis"	"Campylobacter canadensis"
"Campylobacter coli"	"Campylobacter coli"
"Campylobacter concisus"	"Campylobacter concisus"
"Campylobacter curvus"	"Campylobacter curvus"
"Campylobacter fetus"	"Campylobacter fetus"
"Campylobacter gracilis"	"Campylobacter gracilis"
"Campylobacter helveticus"	"Campylobacter helveticus"
"Campylobacter hominis"	"Campylobacter hominis"
"Campylobacter hyointestinalis"	"Campylobacter hyointestinalis"
"Campylobacter jejuni"	"Campylobacter jejuni"
"Campylobacter lanienae"	"Campylobacter lanienae"
"Campylobacter lari"	"Campylobacter lari"
"Campylobacter peloridis"	"Campylobacter peloridis"
"Campylobacter rectus"	"Campylobacter rectus"
"Campylobacter showae"	"Campylobacter showae"
"Campylobacter sputorum"	"Campylobacter sputorum"
"Campylobacter upsaliensis"	"Campylobacter upsaliensis"
"Campylobacter ureolyticus"	"Campylobacter ureolyticus"
"Candida akabanensis"	"Candida akabanensis"
"Candida alai"	"Candida alai"
"Candida albicans"	"Candida albicans"
"Candida albicans_(africana)"	"Candida albicans_(africana)"
"Candida allociferrii"	"Candida allociferrii"
"Candida ambrosiae"	"Candida ambrosiae"
"Candida auris"	"Candida auris"
"Candida blankii"	"Candida blankii"
"Candida blattae"	"Candida blattae"
"Candida bohiensis"	"Candida bohiensis"
"Candida boidinii"	"Candida boidinii"
"Candida bovina"	"Candida bovina"
"Candida bracarensis"	"Candida bracarensis"
"Candida buenavistaensis"	"Candida buenavistaensis"
"Candida carpophila"	"Candida carpophila"
"Candida castellii"	"Candida castellii"
"Candida catenulata"	"Candida catenulata"
"Candida cylindracea"	"Candida cylindracea"
"Candida davenportii"	"Candida davenportii"
"Candida dublieniensis"	"Candida dublieniensis"
"Candida dubliniensis"	"Candida dubliniensis"
"Candida duobushaemulonii"	"Candida duobushaemulonii"
"Candida ernobii"	"Candida ernobii"
"Candida famata"	"Candida famata"
"Candida freyschussii"	"Candida freyschussii"
"Candida friedrichii"	"Candida friedrichii"
"Candida frijolesensis"	"Candida frijolesensis"
"Candida glabrata"	"Candida glabrata"
"Candida guilliermondii"	"Candida guilliermondii"
"Candida haemulonii"	"Candida haemulonii"
"Candida haemulonii_var_vulnera"	"Candida haemulonii_var_vulnera"
"Candida inconspicua"	"Candida inconspicua"
"Candida infanticola"	"Candida infanticola"
"Candida intermedia"	"Candida intermedia"
"Candida kefyr"	"Candida kefyr"
"Candida krusei"	"Candida krusei"
"Candida labiduridarum"	"Candida labiduridarum"
"Candida lactiscondensi"	"Candida lactiscondensi"
"Candida lambica"	"Candida lambica"
"Candida lusitaniae"	"Candida lusitaniae"
"Candida magnoliae"	"Candida magnoliae"
"Candida maltosa"	"Candida maltosa"
"Candida membranifaciens"	"Candida membranifaciens"
"Candida mesenterica"	"Candida mesenterica"
"Candida metapsilosis"	"Candida metapsilosis"
"Candida multigemmis"	"Candida multigemmis"
"Candida nemodendra"	"Candida nemodendra"
"Candida nitratophila"	"Candida nitratophila"
"Candida nivariensis"	"Candida nivariensis"
"Candida norvegica"	"Candida norvegica"
"Candida oleophila"	"Candida oleophila"
"Candida orthopsilosis"	"Candida orthopsilosis"
"Candida palmioleophila"	"Candida palmioleophila"
"Candida parapsilosis"	"Candida parapsilosis"
"Candida pararugosa"	"Candida pararugosa"
"Candida peltata"	"Candida peltata"
"Candida pini"	"Candida pini"
"Candida pseudohaemulonii"	"Candida pseudohaemulonii"
"Candida rugopelliculosa"	"Candida rugopelliculosa"
"Candida rugosa"	"Candida rugosa"
"Candida saitoana"	"Candida saitoana"
"Candida shehatae"	"Candida shehatae"
"Candida shehatae_var_insectosa"	"Candida shehatae_var_insectosa"
"Candida sojae"	"Candida sojae"
"Candida solani"	"Candida solani"
"Candida sp"	"Candida sp"
"Candida spandovensis"	"Candida spandovensis"
"Candida succiphila"	"Candida succiphila"
"Candida tenuis"	"Candida tenuis"
"Candida tropicalis"	"Candida tropicalis"
"Candida utilis"	"Candida utilis"
"Candida valida"	"Candida valida"
"Candida versatilis"	"Candida versatilis"
"Candida vini"	"Candida vini"
"Candida viswanathii"	"Candida viswanathii"
"Candida zeylanoides"	"Candida zeylanoides"
"Candida_ciferrii[ana] (Stephanoascus_ciferrii[teleo])"	"Candida_ciferrii[ana] (Stephanoascus_ciferrii[teleo])"
"Candida_citrea[ana] (Pichia_nakasei[teleo])"	"Candida_citrea[ana] (Pichia_nakasei[teleo])"
"Candida_fabianii[ana] (Pichia_fabianii[telo])"	"Candida_fabianii[ana] (Pichia_fabianii[telo])"
"Candida_guilliermondii_var_membranaefaciens[ana] (Pichia_ohmeri[teleo])"	"Candida_guilliermondii_var_membranaefaciens[ana] (Pichia_ohmeri[teleo])"
"Candida_guilliermondii[ana] (Pichia_guilliermondii[teleo])"	"Candida_guilliermondii[ana] (Pichia_guilliermondii[teleo])"
"Candida_holmii[ana] (Kazachstania_exigua[teleo])"	"Candida_holmii[ana] (Kazachstania_exigua[teleo])"
"Candida_kefyr[ana] (Kluyveromyces_marxianus_ssp_marxianus[teleo])"	"Candida_kefyr[ana] (Kluyveromyces_marxianus_ssp_marxianus[teleo])"
"Candida_krusei[ana] (Issatchenkia_orientalis[teleo])"	"Candida_krusei[ana] (Issatchenkia_orientalis[teleo])"
"Candida_lambica[ana] (Pichia_fermentans_ssp_fermentans[teleo])"	"Candida_lambica[ana] (Pichia_fermentans_ssp_fermentans[teleo])"
"Candida_lambica[ana] (Pichia_fermentans[teleo])"	"Candida_lambica[ana] (Pichia_fermentans[teleo])"
"Candida_lipolytica[ana] (Yarrowia_lipolytica[teleo])"	"Candida_lipolytica[ana] (Yarrowia_lipolytica[teleo])"
"Candida_lusitaniae[ana] (Clavispora_lusitaniae[teleo])"	"Candida_lusitaniae[ana] (Clavispora_lusitaniae[teleo])"
"Candida_norvegensis[ana] (Pichia_norvegensis[teleo])"	"Candida_norvegensis[ana] (Pichia_norvegensis[teleo])"
"Candida_pintolopesii[ana] (Kazachstania_pintolopesii[teleo])"	"Candida_pintolopesii[ana] (Kazachstania_pintolopesii[teleo])"
"Candida_pulcherrima[ana] (Metschnikowia_pulcherrima[teleo])"	"Candida_pulcherrima[ana] (Metschnikowia_pulcherrima[teleo])"
"Candida_robusta[ana] (Saccharomyces_cerevisiae[teleo])"	"Candida_robusta[ana] (Saccharomyces_cerevisiae[teleo])"
"Candida_sphaerica[ana] (Kluyveromyces_lactis_var_lactis[teleo])"	"Candida_sphaerica[ana] (Kluyveromyces_lactis_var_lactis[teleo])"
"Candida_sphaerica[ana] (Kluyveromyces_lactis[teleo])"	"Candida_sphaerica[ana] (Kluyveromyces_lactis[teleo])"
"Candida_utilis[ana] (Pichia_jandinii[teleo])"	"Candida_utilis[ana] (Pichia_jandinii[teleo])"
"Candida_valida[ana] (Pichia_membranifaciens_var_membranifaciens[teleo])"	"Candida_valida[ana] (Pichia_membranifaciens_var_membranifaciens[teleo])"
"Canibacter oris"	"Canibacter oris"
"Capnocytophaga canimorsus"	"Capnocytophaga canimorsus"
"Capnocytophaga cynodegmi"	"Capnocytophaga cynodegmi"
"Capnocytophaga gingivalis"	"Capnocytophaga gingivalis"
"Capnocytophaga granulosa"	"Capnocytophaga granulosa"
"Capnocytophaga haemolytica"	"Capnocytophaga haemolytica"
"Capnocytophaga ochracea"	"Capnocytophaga ochracea"
"Capnocytophaga sp"	"Capnocytophaga sp"
"Capnocytophaga sputigena"	"Capnocytophaga sputigena"
"Cardiobacterium hominis"	"Cardiobacterium hominis"
"Cardiobacterium sp"	"Cardiobacterium sp"
"Cardiobacterium valvarum"	"Cardiobacterium valvarum"
