"organism";"status";"record_no";"record_lnk";"link";"Current Name";"mnemonic";"Name";"Type";"Description:NL";"Aerobe";"ShortName";"parent.mnemonic";"InternalComment";"ExternalComment";"AntibiogramProperty.Mnemonic";"DefaultAppraisal.Mnemonic";"AutoReportable";"AutoAntibiogram";"DataSheet";"BillingMark";"ReportOfficially";"Disabled";"IsGroup";"TaxonomicGroup";"MaxIntervalDouble";"MaxDifferenceDouble";"MaxTotalDifference";"NosocomialInterval";"InfectionLagBeforeEnc";"CrossInfNeedsATB";"DefaultArchive.Mnemonic";"SeverityFormula.Description";"EntryTrigger.Description";"ConfirmationTrigger.Description";"ValidationTrigger.Description";"AntibiogramConfirm.Description";"DiscriminatorFunction.Description";"~MO_Description";"~RapGroupAB";"~_CrossInfNeedsATB";"~EUCAST_group"
"NULL";"NULL";"NULL";"NULL";;;"cox-a17";"Coxsackievirus A17";"Virus";"Coxsackievirus A17";"?";"Coxsackievirus A17";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a2";"Coxsackievirus A2";"Virus";"Coxsackievirus A2";"?";"Coxsackievirus A2";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a20";"Coxsackievirus A20";"Virus";"Coxsackievirus A20";"?";"Coxsackievirus A20";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a21";"Coxsackievirus A21";"Virus";"Coxsackievirus A21";"?";"Coxsackievirus A21";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a23";"Coxsackievirus A23";"Virus";"Coxsackievirus A23";"?";"Coxsackievirus A23";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a24";"Coxsackievirus A24";"Virus";"Coxsackievirus A24";"?";"Coxsackievirus A24";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a3";"Coxsackievirus A3";"Virus";"Coxsackievirus A3";"?";"Coxsackievirus A3";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a4";"Coxsackievirus A4";"Virus";"Coxsackievirus A4";"?";"Coxsackievirus A4";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a5";"Coxsackievirus A5";"Virus";"Coxsackievirus A5";"?";"Coxsackievirus A5";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a6";"Coxsackievirus A6";"Virus";"Coxsackievirus A6";"?";"Coxsackievirus A6";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a7";"Coxsackievirus A7";"Virus";"Coxsackievirus A7";"?";"Coxsackievirus A7";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a8";"Coxsackievirus A8";"Virus";"Coxsackievirus A8";"?";"Coxsackievirus A8";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-a9";"Coxsackievirus A9";"Virus";"Coxsackievirus A9";"?";"Coxsackievirus A9";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-b1";"Coxsackievirus B1";"Virus";"Coxsackievirus B1";"?";"Coxsackievirus B1";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-b2";"Coxsackievirus B2";"Virus";"Coxsackievirus B2";"?";"Coxsackievirus B2";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-b3";"Coxsackievirus B3";"Virus";"Coxsackievirus B3";"?";"Coxsackievirus B3";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-b4";"Coxsackievirus B4";"Virus";"Coxsackievirus B4";"?";"Coxsackievirus B4";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-b5";"Coxsackievirus B5";"Virus";"Coxsackievirus B5";"?";"Coxsackievirus B5";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cox-b6";"Coxsackievirus B6";"Virus";"Coxsackievirus B6";"?";"Coxsackievirus B6";"enterovirus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cronobacter sakazakii";"VP; comb. nov.; correct name";787376;;;;"cronorsak";"Cronobacter sakazakii";"Germ";"Cronobacter sakazakii";"yes";"Cronorsak";"cronorspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Cronobacter species";"VP; gen. nov.; correct name";517456;;;;"cronorspe";"Cronobacter species";"Germ";"Cronobacter species";"yes";"Cronorspe";"entbactceae";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"NULL";"NULL";"NULL";"NULL";;;"cryptsgat";"Cryptococcus gattii";"Germ";"Cryptococcus gattii";"yes";"Cryptococcus gattii";"cryptsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cryptsmac";"Cryptococcus macerans";"Germ";"Cryptococcus macerans";"yes";"Cryptococcus macerans";"cryptsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cryptsneo";"Cryptococcus neoformans";"Germ";"Cryptococcus neoformans";"yes";"Cryptococcus neoformans";"cryptsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cryptssai";"Cryptococcus saitoi";"Germ";"Cryptococcus saitoi";"yes";"Cryptococcus saitoi";"cryptsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cryptsspe";"Cryptococcus species";"Germ";"Cryptococcus species";"yes";"Cryptococcus sp.";"schimmel";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cryptsuni";"Cryptococcus uniguttulatus";"Germ";"Cryptococcus uniguttulatus";"yes";"Cryptococcus uniguttulatus";"cryptsneo";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cryptmspe";"Cryptosporidium species";"Parasite";"Cryptosporidium species";"yes";"Cryptosporidium sp.";"parasiet";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cryptnana";"Cryptotrichosporon anacardii";"Germ";"Cryptotrichosporon anacardii";"yes";"Cryptotrichosporon anacardii";"cryptnspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cryptnspe";"Cryptotrichosporon species";"Germ";"Cryptotrichosporon species";"yes";"Cryptotrichosporon species";"schimmel";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cunniaele";"Cunninghamella elegans";"Germ";"Cunninghamella elegans";"yes";"Cunninghamella elegans";"cunniaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"cunniaspe";"Cunninghamella species";"Germ";"Cunninghamella species";"yes";"Cunninghamella species";"mucorales";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cupriavidus basilensis";"VP; comb. nov.; correct name";775314;;;;"cuprisbas";"Cupriavidus basilensis";"Germ";"Cupriavidus basilensis";"yes";"Cupriavidus basilensis";"cuprisspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cupriavidus campinensis";"VP; comb. nov.; correct name";775315;;;;"cupriscam";"Cupriavidus campinensis";"Germ";"Cupriavidus campinensis";"yes";"Cupriavidus campinensis";"cuprisspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cupriavidus gilardii";"VP; comb. nov.; correct name";775316;;;;"cuprisgil";"Cupriavidus gilardii";"Germ";"Cupriavidus gilardii";"yes";"Cupriavidus gilardii";"cuprisspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cupriavidus metallidurans";"VP; comb. nov.; correct name";775317;;;;"cuprismet";"Cupriavidus metallidurans";"Germ";"Cupriavidus metallidurans";"yes";"Cupriavidus metallidurans";"cuprisspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cupriavidus necator";"VP; sp. nov.; correct name";775318;;;;"cuprisnec";"Cupriavidus necator";"Germ";"Cupriavidus necator";"yes";"Cupriavidus necator";"cuprisspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cupriavidus oxalaticus";"VP; comb. nov.; correct name";775319;;;;"cuprisoxa";"Cupriavidus oxalaticus";"Germ";"Cupriavidus oxalaticus";"yes";"Cupriavidus oxalaticus";"cuprisspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cupriavidus pauculus";"VP; comb. nov.; correct name";775320;;;;"cuprispau";"Cupriavidus pauculus";"Germ";"Cupriavidus pauculus";"yes";"Cupriavidus pauculus";"cuprisspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cupriavidus respiraculi";"VP; comb. nov.; correct name";775321;;;;"cuprisres";"Cupriavidus respiraculi";"Germ";"Cupriavidus respiraculi";"yes";"Cupriavidus respiraculi";"cuprisspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Cupriavidus species";"VP; gen. nov.; correct name";515448;;;;"cuprisspe";"Cupriavidus species";"Germ";"Cupriavidus species";"yes";"Cupriavidus species";"gramnegstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Curtobacterium albidum";"AL; comb. nov.; correct name";775324;;;;"curtomalb";"Curtobacterium albidum";"Germ";"Curtobacterium albidum";"?";"Curtobacterium albidum";"curtomspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Curtobacterium flaccumfaciens";"VL; comb. nov.; correct name";775326;;;;"curtomfla";"Curtobacterium flaccumfaciens";"Germ";"Curtobacterium flaccumfaciens";"?";"Curtobacterium flaccumfaciens";"curtomspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Curtobacterium luteum";"AL; comb. nov.; correct name";775328;;;;"curtomlut";"Curtobacterium luteum";"Germ";"Curtobacterium luteum";"?";"Curtobacterium luteum";"curtomspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Curtobacterium species";"AL; gen. nov.; correct name";515449;;;;"curtomspe";"Curtobacterium species";"Germ";"Curtobacterium species";"?";"Curtobacterium species";"gramposstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Curvibacter fontanus";"VL; sp. nov.; correct name";788774;;;;"curvirfon";"Curvibacter fontanus";"Germ";"Curvibacter fontanus";"?";"Curvibacter fontanus";"curvirspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
